Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Year,Month,Region
377,377,I’m not sure how I feel about the fare change.,Positive,2023-01-26 05:20:00,User377,Instagram,#PublicTransit #FareChange,29,163,2023,1,Kicukiro
378,378,I’m not sure how I feel about the fare change.,Neutral,2023-01-10 10:16:00,User378,Instagram,#BusLife #DistanceFareModel,74,23,2023,1,Rwamagana
379,379,Why does my daily route cost more now?,Neutral,2023-01-27 16:29:00,User379,Twitter,#PublicTransit #FareChange,17,196,2023,1,Nyarugenge
380,380,Enjoying my commute again!,Positive,2023-01-10 19:52:00,User380,Instagram,#CityTransit #RwandaMoves,25,65,2023,1,Rwamagana
381,381,"Spending less on short trips, finally!",Negative,2023-01-11 14:29:00,User381,Facebook,#PublicTransit #FareChange,23,124,2023,1,Nyarugenge
382,382,Confusing fares! Miss the old days.,Negative,2023-01-15 22:52:00,User382,Instagram,#DistanceFare #RwandaTransport,85,16,2023,1,Gasabo
383,383,New fare structure is a relief for some routes.,Negative,2023-01-07 17:10:00,User383,Twitter,#PublicTransit #FareChange,96,12,2023,1,Nyarugenge
384,384,Enjoying my commute again!,Positive,2023-01-28 02:58:00,User384,Facebook,#CommuteStories #Transport,24,120,2023,1,Nyarugenge
385,385,Why does my daily route cost more now?,Positive,2023-01-01 03:05:00,User385,Facebook,#KigaliCommute #BusTalk,75,160,2023,1,Musanze
386,386,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-13 14:51:00,User386,Twitter,#CommuteStories #Transport,41,116,2023,1,Kicukiro
387,387,Why does my daily route cost more now?,Negative,2023-01-07 14:02:00,User387,Instagram,#BusLife #DistanceFareModel,96,27,2023,1,Huye
388,388,"Spending less on short trips, finally!",Neutral,2023-01-06 21:59:00,User388,Twitter,#CityTransit #RwandaMoves,72,47,2023,1,Gasabo
389,389,Fare system needs better explanation.,Positive,2023-01-25 14:03:00,User389,Twitter,#CityTransit #RwandaMoves,95,124,2023,1,Kicukiro
390,390,Confusing fares! Miss the old days.,Positive,2023-01-12 09:46:00,User390,Instagram,#PublicTransit #FareChange,60,24,2023,1,Nyarugenge
391,391,"Spending less on short trips, finally!",Positive,2023-01-08 22:35:00,User391,Facebook,#CityTransit #RwandaMoves,34,128,2023,1,Huye
392,392,Confusing fares! Miss the old days.,Negative,2023-01-06 00:04:00,User392,Instagram,#KigaliCommute #BusTalk,67,37,2023,1,Rwamagana
393,393,Great idea for long-distance commuters.,Neutral,2023-01-31 02:03:00,User393,Instagram,#KigaliCommute #BusTalk,72,48,2023,1,Rusizi
394,394,Great idea for long-distance commuters.,Negative,2023-01-02 04:09:00,User394,Facebook,#PublicTransit #FareChange,71,194,2023,1,Rubavu
395,395,I’m not sure how I feel about the fare change.,Negative,2023-01-06 23:57:00,User395,Facebook,#PublicTransit #FareChange,31,26,2023,1,Nyarugenge
396,396,Confusing fares! Miss the old days.,Negative,2023-01-01 16:13:00,User396,Twitter,#BusLife #DistanceFareModel,67,95,2023,1,Rusizi
397,397,Enjoying my commute again!,Positive,2023-01-17 07:17:00,User397,Instagram,#PublicTransit #FareChange,67,135,2023,1,Rusizi
398,398,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-11 19:53:00,User398,Facebook,#CommuteStories #Transport,95,53,2023,1,Nyarugenge
399,399,New fare structure is a relief for some routes.,Neutral,2023-01-27 19:11:00,User399,Instagram,#CommuteStories #Transport,58,34,2023,1,Nyarugenge
400,400,Why does my daily route cost more now?,Neutral,2023-01-15 17:38:00,User400,Instagram,#CommuteStories #Transport,61,154,2023,1,Rwamagana
401,401,Great idea for long-distance commuters.,Neutral,2023-01-01 17:14:00,User401,Facebook,#KigaliCommute #BusTalk,51,22,2023,1,Rwamagana
402,402,Why does my daily route cost more now?,Neutral,2023-01-08 22:19:00,User402,Facebook,#DistanceFare #RwandaTransport,79,34,2023,1,Musanze
403,403,Why does my daily route cost more now?,Negative,2023-01-13 01:51:00,User403,Instagram,#CityTransit #RwandaMoves,24,77,2023,1,Nyarugenge
404,404,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-03 09:14:00,User404,Facebook,#BusLife #DistanceFareModel,63,147,2023,1,Nyarugenge
405,405,"Spending less on short trips, finally!",Neutral,2023-01-06 18:27:00,User405,Instagram,#PublicTransit #FareChange,69,76,2023,1,Rwamagana
406,406,Why does my daily route cost more now?,Negative,2023-01-20 03:48:00,User406,Facebook,#BusLife #DistanceFareModel,17,118,2023,1,Ngoma
407,407,Confusing fares! Miss the old days.,Negative,2023-01-24 22:37:00,User407,Twitter,#KigaliCommute #BusTalk,62,155,2023,1,Rwamagana
408,408,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-06 04:08:00,User408,Facebook,#PublicTransit #FareChange,69,120,2023,1,Ngoma
409,409,Great idea for long-distance commuters.,Negative,2023-01-03 21:25:00,User409,Instagram,#PublicTransit #FareChange,14,120,2023,1,Nyarugenge
410,410,Fare system needs better explanation.,Negative,2023-01-22 16:11:00,User410,Facebook,#KigaliCommute #BusTalk,77,43,2023,1,Rwamagana
411,411,Why does my daily route cost more now?,Positive,2023-01-21 09:38:00,User411,Instagram,#CityTransit #RwandaMoves,15,120,2023,1,Musanze
412,412,I’m not sure how I feel about the fare change.,Positive,2023-01-17 11:26:00,User412,Facebook,#PublicTransit #FareChange,56,17,2023,1,Kicukiro
413,413,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-24 08:35:00,User413,Instagram,#CityTransit #RwandaMoves,64,177,2023,1,Gasabo
414,414,"Spending less on short trips, finally!",Positive,2023-01-28 00:26:00,User414,Instagram,#KigaliCommute #BusTalk,49,122,2023,1,Gasabo
415,415,This pricing is not fair for daily riders.,Neutral,2023-01-05 23:06:00,User415,Facebook,#BusLife #DistanceFareModel,61,92,2023,1,Rwamagana
416,416,Great idea for long-distance commuters.,Negative,2023-01-21 13:42:00,User416,Instagram,#PublicTransit #FareChange,25,51,2023,1,Kicukiro
417,417,Great idea for long-distance commuters.,Positive,2023-01-23 22:19:00,User417,Twitter,#DistanceFare #RwandaTransport,22,178,2023,1,Huye
418,418,This pricing is not fair for daily riders.,Positive,2023-01-11 01:59:00,User418,Twitter,#CityTransit #RwandaMoves,39,110,2023,1,Huye
419,419,Confusing fares! Miss the old days.,Positive,2023-01-28 23:51:00,User419,Facebook,#PublicTransit #FareChange,28,15,2023,1,Rwamagana
420,420,Fare system needs better explanation.,Positive,2023-01-02 23:21:00,User420,Instagram,#CityTransit #RwandaMoves,26,189,2023,1,Ngoma
421,421,Great idea for long-distance commuters.,Negative,2023-01-30 23:41:00,User421,Instagram,#PublicTransit #FareChange,72,35,2023,1,Rubavu
422,422,Great idea for long-distance commuters.,Positive,2023-01-24 17:33:00,User422,Instagram,#PublicTransit #FareChange,28,73,2023,1,Ngoma
423,423,"Spending less on short trips, finally!",Positive,2023-01-14 17:27:00,User423,Facebook,#PublicTransit #FareChange,67,196,2023,1,Musanze
424,424,Great idea for long-distance commuters.,Positive,2023-01-21 20:18:00,User424,Facebook,#BusLife #DistanceFareModel,64,193,2023,1,Gasabo
425,425,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-30 06:41:00,User425,Twitter,#DistanceFare #RwandaTransport,99,68,2023,1,Rubavu
426,426,Confusing fares! Miss the old days.,Neutral,2023-01-02 10:01:00,User426,Instagram,#PublicTransit #FareChange,99,118,2023,1,Musanze
427,427,Fare system needs better explanation.,Negative,2023-01-03 18:26:00,User427,Twitter,#CityTransit #RwandaMoves,71,130,2023,1,Rusizi
428,428,I’m not sure how I feel about the fare change.,Negative,2023-01-22 19:10:00,User428,Facebook,#BusLife #DistanceFareModel,32,42,2023,1,Huye
429,429,Fare system needs better explanation.,Neutral,2023-01-19 06:40:00,User429,Facebook,#CommuteStories #Transport,18,190,2023,1,Huye
430,430,Confusing fares! Miss the old days.,Neutral,2023-01-20 09:36:00,User430,Twitter,#CityTransit #RwandaMoves,21,159,2023,1,Ngoma
431,431,Enjoying my commute again!,Positive,2023-01-05 21:55:00,User431,Instagram,#CityTransit #RwandaMoves,10,30,2023,1,Gasabo
432,432,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-23 07:30:00,User432,Instagram,#DistanceFare #RwandaTransport,67,79,2023,1,Nyarugenge
433,433,Enjoying my commute again!,Neutral,2023-01-21 04:29:00,User433,Instagram,#CommuteStories #Transport,10,121,2023,1,Gasabo
434,434,Confusing fares! Miss the old days.,Negative,2023-01-04 08:16:00,User434,Facebook,#BusLife #DistanceFareModel,43,13,2023,1,Musanze
435,435,"Spending less on short trips, finally!",Neutral,2023-01-04 16:14:00,User435,Instagram,#PublicTransit #FareChange,57,103,2023,1,Musanze
436,436,I’m not sure how I feel about the fare change.,Negative,2023-01-15 15:49:00,User436,Instagram,#CityTransit #RwandaMoves,98,84,2023,1,Musanze
437,437,Fare system needs better explanation.,Neutral,2023-01-28 16:25:00,User437,Twitter,#DistanceFare #RwandaTransport,10,199,2023,1,Rwamagana
438,438,Why does my daily route cost more now?,Positive,2023-01-07 18:01:00,User438,Twitter,#DistanceFare #RwandaTransport,25,71,2023,1,Rusizi
439,439,New fare structure is a relief for some routes.,Negative,2023-01-03 23:44:00,User439,Twitter,#DistanceFare #RwandaTransport,70,103,2023,1,Nyarugenge
440,440,Fare system needs better explanation.,Positive,2023-01-06 17:50:00,User440,Twitter,#CommuteStories #Transport,73,104,2023,1,Nyarugenge
441,441,"Spending less on short trips, finally!",Neutral,2023-01-13 12:23:00,User441,Facebook,#PublicTransit #FareChange,72,161,2023,1,Kicukiro
442,442,I’m not sure how I feel about the fare change.,Negative,2023-01-29 09:55:00,User442,Instagram,#BusLife #DistanceFareModel,78,64,2023,1,Gasabo
443,443,New fare structure is a relief for some routes.,Negative,2023-01-29 19:29:00,User443,Facebook,#CityTransit #RwandaMoves,31,146,2023,1,Rusizi
444,444,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-27 15:22:00,User444,Instagram,#DistanceFare #RwandaTransport,76,140,2023,1,Musanze
445,445,Confusing fares! Miss the old days.,Positive,2023-01-25 22:57:00,User445,Facebook,#PublicTransit #FareChange,85,40,2023,1,Rubavu
446,446,Confusing fares! Miss the old days.,Neutral,2023-01-15 19:11:00,User446,Instagram,#PublicTransit #FareChange,35,49,2023,1,Gasabo
447,447,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-18 08:02:00,User447,Instagram,#KigaliCommute #BusTalk,25,45,2023,1,Rwamagana
448,448,New fare structure is a relief for some routes.,Negative,2023-01-28 04:30:00,User448,Instagram,#DistanceFare #RwandaTransport,60,161,2023,1,Nyarugenge
449,449,Enjoying my commute again!,Positive,2023-01-25 03:30:00,User449,Facebook,#CommuteStories #Transport,95,15,2023,1,Huye
450,450,I’m not sure how I feel about the fare change.,Negative,2023-01-14 10:06:00,User450,Twitter,#PublicTransit #FareChange,66,75,2023,1,Huye
451,451,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-21 15:34:00,User451,Twitter,#BusLife #DistanceFareModel,38,84,2023,1,Rusizi
452,452,New fare structure is a relief for some routes.,Neutral,2023-01-24 00:11:00,User452,Facebook,#KigaliCommute #BusTalk,87,13,2023,1,Ngoma
453,453,Great idea for long-distance commuters.,Positive,2023-01-28 13:17:00,User453,Instagram,#PublicTransit #FareChange,78,88,2023,1,Nyarugenge
454,454,Fare system needs better explanation.,Positive,2023-01-20 13:53:00,User454,Instagram,#DistanceFare #RwandaTransport,56,143,2023,1,Gasabo
455,455,"Spending less on short trips, finally!",Positive,2023-01-05 12:19:00,User455,Facebook,#DistanceFare #RwandaTransport,71,127,2023,1,Ngoma
456,456,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-06 04:58:00,User456,Twitter,#PublicTransit #FareChange,78,122,2023,1,Rwamagana
457,457,"Spending less on short trips, finally!",Neutral,2023-01-30 19:07:00,User457,Twitter,#BusLife #DistanceFareModel,85,103,2023,1,Nyarugenge
458,458,Enjoying my commute again!,Negative,2023-01-30 14:58:00,User458,Instagram,#KigaliCommute #BusTalk,25,188,2023,1,Kicukiro
459,459,Enjoying my commute again!,Negative,2023-01-26 02:12:00,User459,Twitter,#DistanceFare #RwandaTransport,99,71,2023,1,Rubavu
460,460,Great idea for long-distance commuters.,Negative,2023-01-10 18:51:00,User460,Twitter,#KigaliCommute #BusTalk,99,194,2023,1,Nyarugenge
461,461,Confusing fares! Miss the old days.,Neutral,2023-01-20 13:45:00,User461,Twitter,#CommuteStories #Transport,57,88,2023,1,Huye
462,462,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-21 13:13:00,User462,Instagram,#PublicTransit #FareChange,94,145,2023,1,Kicukiro
463,463,I’m not sure how I feel about the fare change.,Positive,2023-01-11 09:34:00,User463,Twitter,#DistanceFare #RwandaTransport,48,35,2023,1,Musanze
464,464,Confusing fares! Miss the old days.,Neutral,2023-01-19 19:59:00,User464,Instagram,#CommuteStories #Transport,42,188,2023,1,Gasabo
465,465,New fare structure is a relief for some routes.,Negative,2023-01-16 10:12:00,User465,Facebook,#KigaliCommute #BusTalk,32,182,2023,1,Ngoma
466,466,Confusing fares! Miss the old days.,Neutral,2023-01-21 15:20:00,User466,Facebook,#CommuteStories #Transport,19,53,2023,1,Kicukiro
467,467,I’m not sure how I feel about the fare change.,Negative,2023-01-19 03:31:00,User467,Instagram,#BusLife #DistanceFareModel,78,142,2023,1,Huye
468,468,Fare system needs better explanation.,Neutral,2023-01-19 22:22:00,User468,Twitter,#CityTransit #RwandaMoves,43,79,2023,1,Musanze
469,469,Enjoying my commute again!,Neutral,2023-01-05 07:51:00,User469,Facebook,#BusLife #DistanceFareModel,61,163,2023,1,Rwamagana
470,470,Fare system needs better explanation.,Negative,2023-01-15 05:23:00,User470,Instagram,#KigaliCommute #BusTalk,19,127,2023,1,Rubavu
471,471,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-20 10:08:00,User471,Twitter,#BusLife #DistanceFareModel,28,77,2023,1,Musanze
472,472,Confusing fares! Miss the old days.,Neutral,2023-01-15 05:21:00,User472,Facebook,#DistanceFare #RwandaTransport,67,28,2023,1,Kicukiro
473,473,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-31 06:28:00,User473,Instagram,#KigaliCommute #BusTalk,10,29,2023,1,Gasabo
474,474,Fare system needs better explanation.,Positive,2023-01-12 14:24:00,User474,Twitter,#BusLife #DistanceFareModel,78,122,2023,1,Rwamagana
475,475,Enjoying my commute again!,Negative,2023-01-18 00:50:00,User475,Twitter,#PublicTransit #FareChange,13,149,2023,1,Rubavu
476,476,Why does my daily route cost more now?,Positive,2023-01-07 22:43:00,User476,Instagram,#PublicTransit #FareChange,25,56,2023,1,Nyarugenge
477,477,Great idea for long-distance commuters.,Neutral,2023-01-22 14:01:00,User477,Twitter,#BusLife #DistanceFareModel,33,10,2023,1,Gasabo
478,478,Traveling from Nyamirambo to town is cheaper now.,Negative,2023-01-04 01:19:00,User478,Facebook,#DistanceFare #RwandaTransport,89,99,2023,1,Musanze
479,479,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-05 03:38:00,User479,Instagram,#DistanceFare #RwandaTransport,11,151,2023,1,Huye
480,480,Why does my daily route cost more now?,Negative,2023-01-04 21:14:00,User480,Twitter,#CommuteStories #Transport,41,73,2023,1,Gasabo
481,481,New fare structure is a relief for some routes.,Neutral,2023-01-05 05:49:00,User481,Twitter,#DistanceFare #RwandaTransport,93,47,2023,1,Rubavu
482,482,New fare structure is a relief for some routes.,Positive,2023-01-20 15:43:00,User482,Twitter,#KigaliCommute #BusTalk,33,46,2023,1,Musanze
483,483,Fare system needs better explanation.,Positive,2023-01-05 09:28:00,User483,Twitter,#PublicTransit #FareChange,21,135,2023,1,Rubavu
484,484,Traveling from Nyamirambo to town is cheaper now.,Positive,2023-01-17 23:01:00,User484,Twitter,#KigaliCommute #BusTalk,59,148,2023,1,Nyarugenge
485,485,Enjoying my commute again!,Negative,2023-01-06 22:07:00,User485,Instagram,#PublicTransit #FareChange,44,109,2023,1,Ngoma
486,486,"Spending less on short trips, finally!",Negative,2023-01-26 07:42:00,User486,Facebook,#CityTransit #RwandaMoves,42,86,2023,1,Rusizi
487,487,Fare system needs better explanation.,Negative,2023-01-03 17:30:00,User487,Facebook,#DistanceFare #RwandaTransport,42,12,2023,1,Rusizi
488,488,Fare system needs better explanation.,Positive,2023-01-27 16:34:00,User488,Instagram,#BusLife #DistanceFareModel,70,170,2023,1,Huye
489,489,Great idea for long-distance commuters.,Negative,2023-01-26 13:24:00,User489,Twitter,#PublicTransit #FareChange,60,143,2023,1,Rubavu
490,490,Traveling from Nyamirambo to town is cheaper now.,Neutral,2023-01-26 13:30:00,User490,Facebook,#BusLife #DistanceFareModel,52,187,2023,1,Rwamagana
491,491,New fare structure is a relief for some routes.,Negative,2023-01-16 00:03:00,User491,Facebook,#CityTransit #RwandaMoves,21,19,2023,1,Musanze
492,492,New fare structure is a relief for some routes.,Positive,2023-01-31 11:49:00,User492,Facebook,#KigaliCommute #BusTalk,76,14,2023,1,Musanze
493,493,Confusing fares! Miss the old days.,Positive,2023-01-06 13:30:00,User493,Twitter,#BusLife #DistanceFareModel,74,160,2023,1,Kicukiro
494,494,This pricing is not fair for daily riders.,Neutral,2023-01-19 16:42:00,User494,Instagram,#PublicTransit #FareChange,42,147,2023,1,Musanze
495,495,This pricing is not fair for daily riders.,Negative,2023-01-17 02:13:00,User495,Facebook,#CityTransit #RwandaMoves,49,181,2023,1,Gasabo
496,496,This pricing is not fair for daily riders.,Negative,2023-01-31 06:43:00,User496,Instagram,#PublicTransit #FareChange,83,139,2023,1,Ngoma
497,497,Great idea for long-distance commuters.,Neutral,2023-01-20 05:57:00,User497,Facebook,#CityTransit #RwandaMoves,52,22,2023,1,Huye
498,498,Enjoying my commute again!,Neutral,2023-01-03 08:11:00,User498,Instagram,#DistanceFare #RwandaTransport,53,177,2023,1,Gasabo
499,499,This pricing is not fair for daily riders.,Positive,2023-01-14 02:10:00,User499,Twitter,#DistanceFare #RwandaTransport,38,139,2023,1,Gasabo
